4,140,179,216
8,188,128,139
3,144,191,133
3,191,136,133
1,126,147,175
8,182,128,188
22,335,323,419
16,164,212,279
23,349,423,276
22,426,330,419
22,419,330,335
16,430,352,279
16,279,212,430
10,434,152,229
25,380,437,392
15,245,364,163
10,230,441,229
10,229,441,434
25,445,387,392
25,392,437,445
26,411,399,449
18,168,256,316
12,201,453,157
26,456,406,449
26,449,406,411
18,460,311,316
18,316,256,460
14,252,160,371
26,399,400,449
12,453,235,157
14,286,251,371
14,371,251,252
26,469,456,449
26,449,400,469
19,326,171,473
9,150,207,197
21,305,477,265
19,480,320,473
19,473,320,326
9,484,196,197
9,197,207,484
10,219,152,434
23,342,343,489
25,492,437,380
10,441,218,434
10,434,218,219
23,497,423,489
23,489,343,497
57,329,269,502
42,165,331,351
82,353,491,342
57,414,209,502
57,502,209,329
42,505,221,351
42,351,331,505
30,506,153,359
66,290,507,386
41,388,357,162
30,225,415,359
30,359,415,506
66,511,242,386
66,386,507,511
69,405,297,512
46,169,407,310
35,312,514,156
69,416,253,512
69,512,253,405
46,517,198,310
46,310,407,517
38,294,161,285
69,297,295,512
35,514,284,156
38,186,190,285
38,285,190,294
69,520,416,512
69,512,295,520
49,319,170,521
28,151,321,258
53,259,523,261
49,417,203,521
49,521,203,319
28,526,174,258
28,258,321,526
30,273,153,506
60,276,274,425
66,528,507,290
30,415,181,506
30,506,181,273
60,531,418,425
60,425,274,531
77,210,205,532
79,333,332,533
105,534,494,492
77,420,334,532
77,532,334,210
79,535,421,533
79,533,332,535
58,271,272,536
43,141,180,183
61,277,537,223
58,422,270,536
58,536,270,271
43,538,278,183
43,183,180,538
104,539,530,528
83,224,540,350
60,220,418,182
104,425,424,528
104,528,424,539
83,541,348,350
83,350,540,541
78,503,213,542
100,489,504,499
105,545,544,492
78,428,427,542
78,542,427,503
100,548,429,499
100,499,504,548
78,542,213,211
79,533,337,333
105,492,544,534
78,542,336,428
78,211,336,542
79,533,421,551
79,551,337,533
84,543,354,355
106,547,546,552
61,553,222,223
84,356,431,355
84,355,431,543
106,554,432,552
106,552,546,554
58,536,272,549
106,552,550,547
61,223,537,553
58,536,433,422
58,549,433,536
106,552,432,555
106,555,550,552
31,556,129,184
107,560,559,561
62,565,281,282
31,280,435,184
31,184,435,556
107,568,436,561
107,561,559,568
110,570,569,571
92,238,575,243
94,389,578,390
110,439,438,571
110,571,438,570
92,581,391,243
92,243,575,581
86,582,362,360
67,293,585,292
40,189,226,138
86,363,440,360
86,360,440,582
67,589,291,292
67,292,585,589
101,509,508,590
85,358,510,365
62,366,592,282
101,443,442,590
101,590,442,509
85,595,228,365
85,365,510,595
101,590,508,596
107,561,597,560
62,282,592,565
101,590,444,443
101,596,444,590
107,561,436,600
107,600,597,561
93,591,246,244
114,594,593,601
94,602,394,390
93,393,446,244
93,244,446,591
114,603,447,601
114,601,593,603
110,571,569,598
114,601,599,594
94,390,578,602
110,571,448,439
110,598,448,571
114,601,447,607
114,607,599,601
97,254,249,608
99,409,408,610
115,612,611,613
97,450,410,608
97,608,410,254
99,616,451,610
99,610,408,616
70,299,300,617
47,145,192,199
74,313,618,314
70,452,298,617
70,617,298,299
47,619,315,199
47,199,192,619
117,621,620,622
54,264,625,263
34,176,626,132
117,455,454,622
117,622,454,621
54,628,262,263
54,263,625,628
98,513,257,629
102,516,515,630
115,633,632,613
98,458,457,629
98,629,457,513
102,636,459,630
102,630,515,636
98,629,257,255
99,610,413,409
115,613,632,612
98,629,412,458
98,255,412,629
99,610,451,639
99,639,413,610
73,631,202,200
119,635,634,640
74,641,318,314
73,317,461,200
73,200,461,631
119,642,462,640
119,640,634,642
70,617,300,637
119,640,638,635
74,314,618,641
70,617,463,452
70,637,463,617
119,640,462,645
119,645,638,640
39,247,137,232
95,396,395,646
89,647,372,373
39,370,397,232
39,232,397,247
95,648,464,646
95,646,395,648
96,401,402,649
97,249,248,608
115,611,650,613
96,465,398,649
96,649,398,401
97,651,450,608
97,608,248,651
88,652,368,367
117,620,653,622
34,626,231,132
88,369,466,367
88,367,466,652
117,654,455,622
117,622,653,654
68,518,296,655
64,234,519,233
89,374,657,373
68,468,467,655
68,655,467,518
64,660,375,233
64,233,519,660
68,655,296,404
95,646,403,396
89,373,657,647
68,655,250,468
68,404,250,655
95,646,464,663
95,663,403,646
102,656,516,630
120,659,658,664
115,665,633,613
102,459,470,630
102,630,470,656
120,666,471,664
120,664,658,666
96,649,402,661
120,664,662,659
115,613,650,665
96,649,472,465
96,661,472,649
120,664,471,667
120,667,662,664
48,204,146,609
76,324,322,669
116,672,614,615
48,474,325,609
48,609,325,204
76,675,475,669
76,669,322,675
56,267,268,676
29,127,178,193
71,301,680,302
56,476,266,676
56,676,266,267
29,683,303,193
29,193,178,683
118,684,623,624
72,307,687,306
55,194,627,177
118,479,478,624
118,624,478,684
72,691,304,306
72,306,687,691
75,522,208,692
103,525,524,644
116,643,694,615
75,482,481,692
75,692,481,522
103,697,483,644
103,644,524,697
75,692,208,206
76,669,328,324
116,615,694,672
75,692,327,482
75,206,327,692
76,669,475,700
76,700,328,669
52,693,260,309
124,696,695,701
71,702,308,302
52,195,485,309
52,309,485,693
124,703,486,701
124,701,695,703
56,676,268,698
124,701,699,696
71,302,680,702
56,676,487,476
56,698,487,676
124,701,486,707
124,707,699,701
31,214,129,556
80,339,338,708
107,709,559,560
31,435,340,556
31,556,340,214
80,710,488,708
80,708,338,710
81,344,345,711
82,216,215,414
100,502,712,426
81,490,341,711
81,711,341,344
82,713,491,414
82,414,215,713
110,714,569,570
105,419,715,420
92,532,575,238
110,438,493,570
110,570,493,714
105,716,494,420
105,420,715,716
59,527,275,717
101,508,529,596
107,597,719,560
59,496,495,717
59,717,495,527
101,722,444,596
101,596,529,722
59,717,275,347
80,708,346,339
107,560,719,709
59,717,217,496
59,347,217,717
80,708,488,725
80,725,346,708
104,718,530,545
125,721,720,726
100,727,429,426
104,499,498,545
104,545,498,718
125,728,500,726
125,726,720,728
81,711,345,723
125,726,724,721
100,426,712,727
81,711,501,490
81,723,501,711
125,726,500,729
125,729,724,726
179,209,57,414
140,42,209,221
216,221,414,82
179,216,140,414
179,414,140,209
140,414,216,221
140,221,209,414
128,415,30,225
188,66,415,242
139,242,225,41
128,139,188,225
128,225,188,415
188,225,139,242
188,242,415,225
191,253,69,416
144,46,253,198
133,198,416,35
191,133,144,416
191,416,144,253
144,416,133,198
144,198,253,416
136,190,38,186
191,69,190,416
133,416,186,35
136,133,191,186
136,186,191,190
191,186,133,416
191,416,190,186
147,203,49,417
126,28,203,174
175,174,417,53
147,175,126,417
147,417,126,203
126,417,175,174
126,174,203,417
128,181,30,415
182,60,181,418
188,418,415,66
128,188,182,415
128,415,182,181
182,415,188,418
182,418,181,415
323,334,77,420
335,79,334,421
419,421,420,105
323,419,335,420
323,420,335,334
335,420,419,421
335,421,334,420
212,270,58,422
164,43,270,278
279,278,422,61
212,279,164,422
212,422,164,270
164,422,279,278
164,278,270,422
423,424,104,425
349,83,424,348
276,348,425,60
423,276,349,425
423,425,349,424
349,425,276,348
349,348,424,425
330,427,78,428
426,100,427,429
419,429,428,105
330,419,426,428
330,428,426,427
426,428,419,429
426,429,427,428
330,428,78,336
335,421,336,79
419,105,428,421
330,428,335,419
330,336,335,428
335,421,419,428
335,428,336,421
352,431,84,356
430,106,431,432
279,432,356,61
352,279,430,356
352,356,430,431
430,356,279,432
430,432,431,356
212,422,58,433
430,432,433,106
279,61,422,432
212,422,430,279
212,433,430,422
430,432,279,422
430,422,433,432
152,435,31,280
434,107,435,436
229,436,280,62
152,229,434,280
152,280,434,435
434,280,229,436
434,436,435,280
437,438,110,439
380,92,438,391
392,391,439,94
437,392,380,439
437,439,380,438
380,439,392,391
380,391,438,439
364,440,86,363
245,67,440,291
163,291,363,40
364,163,245,363
364,363,245,440
245,363,163,291
245,291,440,363
441,442,101,443
230,85,442,228
229,228,443,62
441,229,230,443
441,443,230,442
230,443,229,228
230,228,442,443
441,443,101,444
434,436,444,107
229,62,443,436
441,443,434,229
441,444,434,443
434,436,229,443
434,443,444,436
387,446,93,393
445,114,446,447
392,447,393,94
387,392,445,393
387,393,445,446
445,393,392,447
445,447,446,393
437,439,110,448
445,447,448,114
392,94,439,447
437,439,445,392
437,448,445,439
445,447,392,439
445,439,448,447
399,410,97,450
411,99,410,451
449,451,450,115
399,449,411,450
399,450,411,410
411,450,449,451
411,451,410,450
256,298,70,452
168,47,298,315
316,315,452,74
256,316,168,452
256,452,168,298
168,452,316,315
168,315,298,452
453,454,117,455
201,54,454,262
157,262,455,34
453,157,201,455
453,455,201,454
201,455,157,262
201,262,454,455
406,457,98,458
456,102,457,459
449,459,458,115
406,449,456,458
406,458,456,457
456,458,449,459
456,459,457,458
406,458,98,412
411,451,412,99
449,115,458,451
406,458,411,449
406,412,411,458
411,451,449,458
411,458,412,451
311,461,73,317
460,119,461,462
316,462,317,74
311,316,460,317
311,317,460,461
460,317,316,462
460,462,461,317
256,452,70,463
460,462,463,119
316,74,452,462
256,452,460,316
256,463,460,452
460,462,316,452
460,452,463,462
160,397,39,370
252,95,397,464
371,464,370,89
160,371,252,370
160,370,252,397
252,370,371,464
252,464,397,370
400,398,96,465
399,97,398,450
449,450,465,115
400,449,399,465
400,465,399,398
399,465,449,450
399,450,398,465
235,466,88,369
453,117,466,455
157,455,369,34
235,157,453,369
235,369,453,466
453,369,157,455
453,455,466,369
251,467,68,468
286,64,467,375
371,375,468,89
251,371,286,468
251,468,286,467
286,468,371,375
286,375,467,468
251,468,68,250
252,464,250,95
371,89,468,464
251,468,252,371
251,250,252,468
252,464,371,468
252,468,250,464
456,470,102,459
469,120,470,471
449,471,459,115
456,449,469,459
456,459,469,470
469,459,449,471
469,471,470,459
400,465,96,472
469,471,472,120
449,115,465,471
400,465,469,449
400,472,469,465
469,471,449,465
469,465,472,471
171,325,48,474
326,76,325,475
473,475,474,116
171,473,326,474
171,474,326,325
326,474,473,475
326,475,325,474
207,266,56,476
150,29,266,303
197,303,476,71
207,197,150,476
207,476,150,266
150,476,197,303
150,303,266,476
477,478,118,479
305,72,478,304
265,304,479,55
477,265,305,479
477,479,305,478
305,479,265,304
305,304,478,479
320,481,75,482
480,103,481,483
473,483,482,116
320,473,480,482
320,482,480,481
480,482,473,483
480,483,481,482
320,482,75,327
326,475,327,76
473,116,482,475
320,482,326,473
320,327,326,482
326,475,473,482
326,482,327,475
196,485,52,195
484,124,485,486
197,486,195,71
196,197,484,195
196,195,484,485
484,195,197,486
484,486,485,195
207,476,56,487
484,486,487,124
197,71,476,486
207,476,484,197
207,487,484,476
484,486,197,476
484,476,487,486
152,340,31,435
219,80,340,488
434,488,435,107
152,434,219,435
152,435,219,340
219,435,434,488
219,488,340,435
343,341,81,490
342,82,341,491
489,491,490,100
343,489,342,490
343,490,342,341
342,490,489,491
342,491,341,490
437,493,110,438
492,105,493,494
380,494,438,92
437,380,492,438
437,438,492,493
492,438,380,494
492,494,493,438
218,495,59,496
441,101,495,444
434,444,496,107
218,434,441,496
218,496,441,495
441,496,434,444
441,444,495,496
218,496,59,217
219,488,217,80
434,107,496,488
218,496,219,434
218,217,219,496
219,488,434,496
219,496,217,488
423,498,104,499
497,125,498,500
489,500,499,100
423,489,497,499
423,499,497,498
497,499,489,500
497,500,498,499
343,490,81,501
497,500,501,125
489,100,490,500
343,490,497,489
343,501,497,490
497,500,489,490
497,490,501,500
269,330,22,426
329,78,330,427
502,427,426,100
269,502,329,426
269,426,329,330
329,426,502,427
329,427,330,426
331,213,78,503
165,16,213,352
351,352,503,84
331,351,165,503
331,503,165,213
165,503,351,352
165,352,213,503
491,504,100,489
353,84,504,354
342,354,489,23
491,342,353,489
491,489,353,504
353,489,342,354
353,354,504,489
209,221,42,505
414,82,221,491
502,491,505,100
209,502,414,505
209,505,414,221
414,505,502,491
414,491,221,505
209,505,42,331
329,427,331,78
502,100,505,427
209,505,329,502
209,331,329,505
329,427,502,505
329,505,331,427
221,491,82,353
505,100,491,504
351,504,353,84
221,351,505,353
221,353,505,491
505,353,351,504
505,504,491,353
331,503,78,427
505,504,427,100
351,84,503,504
331,503,505,351
331,427,505,503
505,504,351,503
505,503,427,504
153,441,10,230
506,101,441,442
359,442,230,85
153,359,506,230
153,230,506,441
506,230,359,442
506,442,441,230
507,508,101,509
