-250,-62.5,-1.5
-250,-62.5,1.5
-250,62.5,-1.5
-250,62.5,1.5
250,-62.5,-1.5
250,-62.5,1.5
250,62.5,-1.5
250,62.5,1.5
246.52,62.5,-1.5
242.51,62.5,-1.5
238.5,62.5,-1.5
234.49,62.5,-1.5
230.48,62.5,-1.5
226.47,62.5,-1.5
222.46,62.5,-1.5
218.45,62.5,-1.5
214.44,62.5,-1.5
210.44,62.5,-1.5
206.43,62.5,-1.5
202.42,62.5,-1.5
198.41,62.5,-1.5
194.4,62.5,-1.5
190.39,62.5,-1.5
186.38,62.5,-1.5
182.37,62.5,-1.5
178.36,62.5,-1.5
174.35,62.5,-1.5
170.34,62.5,-1.5
166.34,62.5,-1.5
162.33,62.5,-1.5
158.32,62.5,-1.5
154.31,62.5,-1.5
150.3,62.5,-1.5
146.29,62.5,-1.5
142.28,62.5,-1.5
138.27,62.5,-1.5
134.26,62.5,-1.5
130.25,62.5,-1.5
126.25,62.5,-1.5
122.24,62.5,-1.5
118.23,62.5,-1.5
114.22,62.5,-1.5
110.21,62.5,-1.5
106.2,62.5,-1.5
102.19,62.5,-1.5
98.183,62.5,-1.5
94.174,62.5,-1.5
90.165,62.5,-1.5
86.156,62.5,-1.5
82.147,62.5,-1.5
78.138,62.5,-1.5
74.129,62.5,-1.5
70.12,62.5,-1.5
66.111,62.5,-1.5
62.102,62.5,-1.5
58.093,62.5,-1.5
54.084,62.5,-1.5
50.075,62.5,-1.5
46.066,62.5,-1.5
42.057,62.5,-1.5
38.048,62.5,-1.5
34.039,62.5,-1.5
30.03,62.5,-1.5
26.021,62.5,-1.5
22.012,62.5,-1.5
18.003,62.5,-1.5
13.994,62.5,-1.5
9.985,62.5,-1.5
5.976,62.5,-1.5
1.967,62.5,-1.5
-2.042,62.5,-1.5
-6.051,62.5,-1.5
-10.06,62.5,-1.5
-14.069,62.5,-1.5
-18.078,62.5,-1.5
-22.087,62.5,-1.5
-26.096,62.5,-1.5
-30.105,62.5,-1.5
-34.114,62.5,-1.5
-38.123,62.5,-1.5
-42.132,62.5,-1.5
-46.141,62.5,-1.5
-50.15,62.5,-1.5
-54.159,62.5,-1.5
-58.168,62.5,-1.5
-62.177,62.5,-1.5
-66.186,62.5,-1.5
-70.195,62.5,-1.5
-74.204,62.5,-1.5
-78.213,62.5,-1.5
-82.222,62.5,-1.5
-86.231,62.5,-1.5
-90.24,62.5,-1.5
-94.249,62.5,-1.5
-98.258,62.5,-1.5
-102.27,62.5,-1.5
-106.28,62.5,-1.5
-110.28,62.5,-1.5
-114.29,62.5,-1.5
-118.3,62.5,-1.5
-122.31,62.5,-1.5
-126.32,62.5,-1.5
-130.33,62.5,-1.5
-134.34,62.5,-1.5
-138.35,62.5,-1.5
-142.36,62.5,-1.5
-146.37,62.5,-1.5
-150.38,62.5,-1.5
-154.38,62.5,-1.5
-158.39,62.5,-1.5
-162.4,62.5,-1.5
-166.41,62.5,-1.5
-170.42,62.5,-1.5
-174.43,62.5,-1.5
-178.44,62.5,-1.5
-182.45,62.5,-1.5
-186.46,62.5,-1.5
-190.47,62.5,-1.5
-194.47,62.5,-1.5
-198.48,62.5,-1.5
-202.49,62.5,-1.5
-206.5,62.5,-1.5
-210.51,62.5,-1.5
-214.52,62.5,-1.5
-218.53,62.5,-1.5
-222.54,62.5,-1.5
-226.55,62.5,-1.5
-230.56,62.5,-1.5
-234.56,62.5,-1.5
-238.57,62.5,-1.5
-242.58,62.5,-1.5
-246.59,62.5,-1.5
250,59.082,-1.5
250,55.139,-1.5
250,51.196,-1.5
250,47.254,-1.5
250,43.311,-1.5
250,39.368,-1.5
250,35.425,-1.5
250,31.482,-1.5
250,27.539,-1.5
250,23.597,-1.5
250,19.654,-1.5
250,15.711,-1.5
250,11.768,-1.5
250,7.8251,-1.5
250,3.8823,-1.5
250,-0.060577,-1.5
250,-4.0034,-1.5
250,-7.9463,-1.5
250,-11.889,-1.5
250,-15.832,-1.5
250,-19.775,-1.5
250,-23.718,-1.5
250,-27.661,-1.5
250,-31.603,-1.5
250,-35.546,-1.5
250,-39.489,-1.5
250,-43.432,-1.5
250,-47.375,-1.5
250,-51.318,-1.5
250,-55.26,-1.5
250,-59.203,-1.5
250,-59.044,1.5
250,-55.063,1.5
250,-51.13,1.5
250,-47.209,1.5
250,-43.252,1.5
250,-39.319,1.5
250,-35.38,1.5
250,-31.434,1.5
250,-27.513,1.5
250,-23.57,1.5
250,-19.623,1.5
250,-15.701,1.5
250,-11.759,1.5
250,-7.817,1.5
250,-3.8958,1.5
250,0.051913,1.5
250,3.9946,1.5
250,7.9158,1.5
250,11.863,1.5
250,15.8,1.5
250,19.721,1.5
250,23.667,1.5
250,27.606,1.5
250,31.527,1.5
250,35.478,1.5
250,39.418,1.5
250,43.339,1.5
250,47.289,1.5
250,51.223,1.5
250,55.144,1.5
250,59.094,1.5
246.52,-62.5,1.5
242.51,-62.5,1.5
238.5,-62.5,1.5
234.49,-62.5,1.5
230.48,-62.5,1.5
226.47,-62.5,1.5
222.46,-62.5,1.5
218.45,-62.5,1.5
214.44,-62.5,1.5
210.44,-62.5,1.5
206.43,-62.5,1.5
202.42,-62.5,1.5
198.41,-62.5,1.5
194.4,-62.5,1.5
190.39,-62.5,1.5
186.38,-62.5,1.5
182.37,-62.5,1.5
178.36,-62.5,1.5
174.35,-62.5,1.5
170.34,-62.5,1.5
166.34,-62.5,1.5
162.33,-62.5,1.5
158.32,-62.5,1.5
154.31,-62.5,1.5
150.3,-62.5,1.5
146.29,-62.5,1.5
142.28,-62.5,1.5
138.27,-62.5,1.5
134.26,-62.5,1.5
130.25,-62.5,1.5
126.25,-62.5,1.5
122.24,-62.5,1.5
118.23,-62.5,1.5
114.22,-62.5,1.5
110.21,-62.5,1.5
106.2,-62.5,1.5
102.19,-62.5,1.5
98.183,-62.5,1.5
94.174,-62.5,1.5
90.165,-62.5,1.5
86.156,-62.5,1.5
82.147,-62.5,1.5
78.138,-62.5,1.5
74.129,-62.5,1.5
70.12,-62.5,1.5
66.111,-62.5,1.5
62.102,-62.5,1.5
58.093,-62.5,1.5
54.084,-62.5,1.5
50.075,-62.5,1.5
46.066,-62.5,1.5
42.057,-62.5,1.5
38.048,-62.5,1.5
34.039,-62.5,1.5
30.03,-62.5,1.5
